schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
15K032,P.S. 32 Samuel Mills Sprole,"317 Hoyt Street, Brooklyn NY 11231",Brooklyn,15,District School,718-222-6400,Denise Watson,dwatson5@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k032,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15K032FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B103, B37, B57, B61, B65",F G R,,,,,7:45am,6pm,,,,Not Accessible,36 Full-Day,8:20am-2:40pm,11231,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   
15K038,P.S. 38 The Pacific,"450 Pacific Street, Brooklyn NY 11217",Brooklyn,15,District School,718-330-9305,Yolanda Ramirez,YRamire4@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k038,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,Spanish Dual Language Program,,15K038FDPK,15K038FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B103, B25, B26, B37, B38, B41, B45, B52, B57, B61, B62, B63, B65, B67",2 3 4 5 A B C D F G N Q R,,,,,,Contact program for time,,,,Not Accessible,108 Full-Day,Contact program,11217,40.685264,-73.982639,2,33,39,3001183,3001910001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
15K058,P.S. 58 The Carroll,"330 Smith Street, Brooklyn NY 11231",Brooklyn,15,District School,718-330-9322,Katherine Dellostritto,KDellostritto2@schools.nyc.gov,PS58.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,15K058FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"B57, B61, X12, X14, X17, X17A, X19, X3, X31, X42, X5, X8, X9",F G,,,,,Contact program for time,Contact program for time,,,,Not Accessible,54 Full-Day,Contact program,11231,40.680149,-73.994938,6,39,77,3007547,3004490015,Carroll Gardens-Columbia Street-Red Hook                                   
15K118,The Maurice Sendak Community School,"211 8th Street, Brooklyn NY 11215",Brooklyn,15,District School,718-840-5660,W Elizabet Garraway,WGarraway@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k118,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,15K118FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B103, B37, B61, B63, B67, B69",F G R,,,,,Contact program for time,Contact program for time,,,,Not Accessible,54 Full-Day,Contact program,11215,40.670764,-73.987787,6,39,137,3021840,3009980001,Park Slope-Gowanus                                                         
15K124,P.S. 124 Silas B. Dutcher,"515 4th Avenue, Brooklyn NY 11215",Brooklyn,15,District School,718-788-0246,Annabell Burrell,aburrell2@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k124,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15K124FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B103, B37, B61, B63, B67, B69, X12, X14, X17, X17A, X19, X27, X28, X3, X31, X37, X38, X42, X5, X8, X9",F G R,,,,,,,,,,Not Accessible,72 Full-Day,Contact program,11215,40.667545,-73.991046,6,39,141,3023391,3010340001,Park Slope-Gowanus                                                         
15K130,P.S. 130 The Parkside,"70 Ocean Parkway, Brooklyn NY 11218",Brooklyn,15,District School,718-686-1940,Maria Nunziata,MNunzia@schools.nyc.gov,ps130brooklyn.com,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,15K130FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B103, B16, B35, B67, B68, B69, BM3, BM4",F G,,,,,,Contact program for time,,,,Not Accessible,72 Full-Day,Contact program,11218,40.648884,-73.975607,7,39,500,3124019,3053190001,Windsor Terrace                                                            
15K131,P.S. 131 Brooklyn,"4305 Fort Hamilton Parkway, Brooklyn NY 11219",Brooklyn,15,District School,718-431-1960,Lissette Boccasino,Lboccasino@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k131,Contact program,Contact program,,No,,Full-Day Program,,,15K131FDPK,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,x,,,x,,,x,,,,,,,,,"B11, B16, B35, B70",D,,,,,,,,,,Not Accessible,36 Full-Day,8:10am-2:30pm,11219,40.641157,-73.993482,12,39,224,3136085,3056030001,Borough Park                                                               
15KAPB,Yeshivat Shaare Torah,"222 Ocean Parkway, Brooklyn NY 11218",Brooklyn,15,NYCEEC,718-437-6101,Mrs. S. Berkowitz,gigigoldie@aol.com,,Contact program,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B16, B35, B67, B68, BM2",F G,,,,,,,,,,Contact program,60 Half-Day,Contact program,11218,40.64439,-73.974325,12,39,494,3124704,3053380051,Kensington-Ocean Parkway                                                   
15K146,Brooklyn New School,"610 Henry Street, Brooklyn NY 11231",Brooklyn,15,District School,718-923-4750,Anna Allanbrook,aallanb@schools.nyc.gov,bns146.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15K146FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"B57, B61, X12, X14, X17, X17A, X19, X3, X31, X42, X5, X8, X9",F G,,"Students in District 15 are prioritized for fifty-percent of seats, students in District 13 are prioritized for thirty percent of seats, and students in District 14 and District 16 are prioritized for the remaining fifteen percent of seats",,Students who qualify for Free and Reduced Lunch have priority after all zoned students are admitted,7:40am,5:45pm,,,,Not Accessible,54 Full-Day,8:10am-2:30pm,11231,40.68007,-74.001377,6,39,63,3336036,3003690001,Carroll Gardens-Columbia Street-Red Hook                                   
15K172,P.S. 172 Beacon School Of Excellence,"825 4th Avenue, Brooklyn NY 11232",Brooklyn,15,District School,718-965-4200,Giacomo Spatola,jspatol@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k172,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,15K172FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B35, B37, B63, B70, X12, X14, X17, X17A, X19, X27, X28, X3, X31, X37, X38, X42, X5, X8, X9",D N R,,,,,Contact program,Contact program,,,,Not Accessible,36 Full-Day,Contact program,11232,40.657914,-74.000652,7,38,101,3009847,3006690001,Sunset Park West                                                           
15K230,P.S. 230 Doris L. Cohen,"1 Albemarle Road, Brooklyn NY 11218",Brooklyn,15,District School,718-437-6135,Maria Della Ragione,MDellaRagione@schools.nyc.gov,ps230.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,,Contact program,,Full-Day Program,,,15K230FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B103, B16, B35, B67, B69, BM3, BM4",F G,,,,,,Contact program for time,,,,Fully Accessible,72 Full-Day,Contact program,11218,40.645017,-73.980761,12,39,498,3124109,3053230032,Kensington-Ocean Parkway                                                   
15K261,P.S. 261 Philip Livingston,"314 Pacific Street, Brooklyn NY 11201",Brooklyn,15,District School,718-330-9275,Jacqueline Allen Joseph,JAllenJ@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k261,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,15K261FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"B103, B25, B26, B37, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67",2 3 4 5 A B C F G Q R,,,,,,,,,,Partially Accessible,36 Full-Day,Contact program,11201,40.687466,-73.988288,2,33,43,3001070,3001880014,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
15K295,P.S. 295,"330 18th Street, Brooklyn NY 11215",Brooklyn,15,District School,718-965-0390,Linda Mazza,LMazza2@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k295,Breakfast/Lunch,Outdoor (Offsite) Playspace,,Contact program,,Full-Day Program,,,15K295FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,,x,,,,x,,,x,,,,,,,,,"B37, B61, B63, B67, B68, B69",F G R,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,11215,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           
15K418,The Children's School,"512 Carroll Street, Brooklyn NY 11215",Brooklyn,15,District School,718-624-5271,,RAmato3@schools.nyc.gov,,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B61, B63",F G R,,This program has its own application process. Please contact the program for more information on how to apply,,Students who qualify for Free and Reduced Lunch and/or whose home language is a language other than English will have priority for one-third of seats,,,,,,Not Accessible,36 Full-Day,Contact program,11215,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus                                                         
15K516,Sunset Park Avenues Elementary School,"4222 4th Avenue, Brooklyn NY 11232",Brooklyn,15,District School,718-369-8330,Raquel Nieves,RNieves8@schools.nyc.gov,sunsetparkavenues.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,,No,,Full-Day Program,Spanish Dual Language Program,,15K516FDPK,15K516FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,"B11, B35, B37, B63, B70",D N R,,,,,,,,,,Partially Accessible,54 Full-Day,8:20am-2:40pm,11232,40.650785,-74.008105,7,38,82,3337158,3007230025,Sunset Park West                                                           
15K676,Red Hook Neighborhood School,"27 Huntington Street, Brooklyn NY 11231",Brooklyn,15,District School,718-330-2238,Deanna Thompson,dthompson14@schools.nyc.gov,www.ps676bk.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15K676FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"B57, B61, X12, X14, X17, X17A, X19, X3, X31, X42, X5, X8, X9",F G,,,,,,5pm,,,,Not Accessible,36 Full-Day,8:20am-2:40pm,11231,40.677564,-74.005166,6,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
15K863,Pre-K Center At Bishop Ford School Site,"500 19th Street, Brooklyn NY 11215",Brooklyn,15,Pre-K Center,718-369-4450,Josh Perry,jperry@ps10.org,ps10.org,Breakfast/Lunch,Contact program,,Contact program,,Full-Day Program,,,15K863FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,"B61, B63, B67, B68, B69",F,,,,,Contact program for time,Contact program for time,,,,Contact program,504 Full-Day,Contact program,11215,40.656944,-73.983115,7,38,1502,3017307,3008890001,Windsor Terrace                                                            
15KAAO,AL Noor School,"675 4th Avenue, Brooklyn NY 11232",Brooklyn,15,NYCEEC,718-768-7181,Yasmeen Hassan,yhassan@alnoornyc.org,www.alnoornyc.org,Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,15KAAOFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B37, B63, B67, B69, X12, X14, X17, X17A, X19, X27, X28, X3, X31, X37, X38, X42, X5, X8, X9",R,,,,,,,,,,Contact program,36 Full-Day,9am-3:20pm,11232,40.662777,-73.995599,7,38,145,3336817,3006400001,Sunset Park West                                                           
15KANO,Yeshivas Boyan Tifereth Mordechai Shlomo,"1205 44th Street, Brooklyn NY 11219",Brooklyn,15,NYCEEC,718-435-6060,Yakov Fishman,boyan@verizon.net,,Breakfast/Lunch,Contact program,,No,Single-gender program (Boys only),Full-Day Program,,,15KANOFDPK,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B35",D,,,,,,,May utilize flexible scheduling policy. Contact for more information.,,Enhanced Language Support: Yiddish,Contact program,20 Full-Day,Contact program,11219,40.638925,-73.991007,12,39,224,3136132,3056040001,Borough Park                                                               
15KARS,Action Nursery,"1019 46th Street, Brooklyn NY 11219",Brooklyn,15,NYCEEC,718-854-7777,Chaya Fischer,actionnursery@thejnet.com,,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,15KARSFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B35, B70",D,,,,,Contact program for time,Contact program for time,,,,Contact program,15 Full-Day,Contact program,11219,40.640388,-73.996451,12,39,112,3136635,3056140042,Sunset Park East                                                           
15KAZM,Saint Francis Xavier,"763 President Street, Brooklyn NY 11215",Brooklyn,15,NYCEEC,718-857-2559,Dorothy Taylor,taylordorothy763@yahoo.com,sfxca-parkslope.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,15KAZMFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B41, B63, B65, B67, B69",2 3 B Q R,,,,,7:20am,5:45pm,,,,Contact program,54 Full-Day,8:15am-2:35pm,11215,40.674465,-73.977497,6,39,157,3020189,3009570017,Park Slope-Gowanus                                                         
15KBDX,B.Above Worldwide Institute - Tomer Devorah,"4500 9th Avenue, Brooklyn NY 11220",Brooklyn,15,NYCEEC,347-402-5734,Eliezer Vogel,cklein@babove.com,,Breakfast/Lunch/Snack(s),Contact program,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,15KBDXFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B70",D,,,,,,,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,36 Full-Day,Contact program,11220,40.642505,-73.998692,12,38,94,3337205,3007510048,Sunset Park East                                                           
15KBEP,Brooklyn Chinese American Association Day Care,"713 43rd Street, Brooklyn NY 11232",Brooklyn,15,NYCEEC,347-725-3792,Lily,acs@bca.net,bca.net/eng/childhood.html,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBEPFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B63, B70",D R,,,,,,,,,,Contact program,72 Full-Day,9am-3:20pm,11232,40.646062,-74.001308,7,38,92,3018327,3009247501,Sunset Park East                                                           
15KBFN,Strong Place for Hope Day Care Center - 2nd,"333 2nd Street, Brooklyn NY 11215",Brooklyn,15,NYCEEC,718-499-0747,Sara Ugalde,strongplaceforhope2@hotmail.com,strongplaceforhopedaycare.com,Breakfast/Lunch/Snack(s),Contact program,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBFNFDPK,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B61, B63, B67",F G R,,,,,8am,6pm,,,Enhanced Language Support: Spanish,Contact program,32 Full-Day,9am-3:20pm,11215,40.673788,-73.983568,6,39,135,3346912,3009690052,Park Slope-Gowanus                                                         
15KBFQ,Saint Andrews Community Day Care,"4917 Fourth Avenue, Brooklyn NY 11220",Brooklyn,15,NYCEEC,718-492-9678,Janet Graciano,janet.graciano@nyumc.org,lfhc.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBFQFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B37, B63",N R,,,,,8am,5:45pm,,,,Contact program,19 Full-Day,9am-3:20pm,11220,40.646876,-74.01214,7,38,78,3012910,3007830001,Sunset Park West                                                           
15KBGI,Yeled V'Yalda 1257,"1257 38th Street, Brooklyn NY 11218",Brooklyn,15,NYCEEC,718-514-8724,Basha Teitelbaum,wgoldberg@yeled.org,yeled.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,Single-gender classrooms (Includes boys-only and girls-only classes),Full-Day Program,Half-Day Program,,15KBGIFDPK,Contact program to apply.,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,Who Got Offers Last Year refers only to full-day applicants.,"B16, B35, B67",D F G,,,,,,,May utilize flexible scheduling policy. Contact for more information.,,Enhanced Language Support: Yiddish,Contact program,"37 Full-Day, 60 Half-Day",Contact program,11218,40.641793,-73.986693,12,39,226,3394062,3052950047,Borough Park                                                               
15KBKB,Strong Place for Hope Day Care Center - Atlantic,"460 Atlantic Avenue, Brooklyn NY 11217",Brooklyn,15,NYCEEC,718-522-1351,Peggy Collins,strongplaceatlantic@hotmail.com,strongplaceforhopedaycare.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBKBFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B38, B41, B45, B52, B57, B61, B62, B63, B65, B67",2 3 4 5 A B C D F G N Q R,,,,,8am,5:45pm,,,,Contact program,40 Full-Day,9am-3:20pm,11217,40.686296,-73.983223,2,33,41,3000937,3001840025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
15KBKJ,Strong Place Day Care,"595 Clinton Street, Brooklyn NY 11231",Brooklyn,15,NYCEEC,718-624-2993,Maegan Sunshine,strongplscedaycare@hotmail.com,strongplaceforhopedaycare.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,15KBKJFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B57, B61, X14, X37",F G,,,,,,,,,Enhanced Language Support: Spanish,Contact program,40 Full-Day,Contact program,11231,40.675091,-74.001676,6,38,53,3008517,3005520005,Carroll Gardens-Columbia Street-Red Hook                                   
15KBKW,Baais Yaakov Faigeh of Schonberger of Adas Yereim,"1169 43rd Street, Brooklyn NY 11219",Brooklyn,15,NYCEEC,718-435-5111,Chaim Framovitz,cmf@adasyereim.org,,Contact program,Contact program,,Contact program,Single-gender program (Girls only),Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B16, B35",D,,,,,,,,,,Contact program,20 Half-Day,Contact program,11219,40.640281,-73.991741,12,39,224,3135866,3055970053,Borough Park                                                               
15KBMN,Brooklyn Free Space,"298 Sixth Avenue, Brooklyn NY 11215",Brooklyn,15,NYCEEC,718-965-3135,Mikia Eatman,mikia@brooklynfreespace.org,brooklynfreespace.org,Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBMNFDPK,,,,x,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B61, B63, B67, B69",F G R,,,,,8am,6pm,,,,Contact program,31 Full-Day,8:50am-3:10pm,11215,40.672171,-73.980504,6,39,135,3020951,3009750039,Park Slope-Gowanus                                                         
15KBMO,Chick Peas Child Care,"451 7th Avenue, Brooklyn NY 11215",Brooklyn,15,NYCEEC,718-788-6604,Chickpeas Upk Liaisons,upkliaison@chickpeas.org,chickpeas.org,Contact program,Contact program,,No,,Full-Day Program,,,15KBMOFDPK,,,x,,,x,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"B61, B63, B67, B68, B69",F R,,,,,8am,6pm,,,,Contact program,12 Full-Day,8:40am-3pm,11215,40.662889,-73.984908,7,39,149,3026633,3011040003,Park Slope-Gowanus                                                         
15KBMP,Bay Ridge Child Care Center,"314 44th Street, Brooklyn NY 11220",Brooklyn,15,NYCEEC,718-768-5030,Hayley Feliciano,bayridgechildcare@twcmetrobiz.com,,Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,15KBMPFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B11, B35, B37, B63, B70",N R,,,,,,,,,,Contact program,51 Full-Day,9am-3:20pm,11220,40.650667,-74.010487,7,38,80,3337171,3007370014,Sunset Park West                                                           
15KBMQ,"Hanson Place Child Development Center, Inc.","55 Hanson Place, Brooklyn NY 11217",Brooklyn,15,NYCEEC,718-237-4303,Carol Brathwaite,brathwaite4hansonplaceinc@gmail.com,hansonplaceinc.com,Contact program,Outdoor (Offsite) Playspace,,No,,Full-Day Program,,,15KBMQFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B25, B26, B37, B38, B41, B45, B52, B63, B65, B67, B69",2 3 4 5 A B C D G N Q R,,,,,7:30am,5:45pm,,,,Contact program,20 Full-Day,Contact program,11217,40.685378,-73.975554,2,35,35,3059236,3021130001,Fort Greene                                                                
15KBMU,ACE Early Childhood Center,"199 14th Street, Brooklyn NY 11215",Brooklyn,15,NYCEEC,347-377-5026,Ana Pena,ana.pena2@nyumc.org,,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,15KBMUFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B103, B37, B61, B63, B67, X28",F G R,,,,,8am,6pm,,,,Contact program,29 Full-Day,9am-3:20pm,11215,40.666966,-73.990448,6,39,141,3023430,3010340068,Park Slope-Gowanus                                                         
